34 : 504418, 963400, 249027, 165682, 953064, 822355, 873435, 466699, 745896, 738340, 362341, 296680, 965621, 822944, 665382, 583772, 68319, 323971, 550076, 257381, 20579, 182136, 429957, 295030, 784981, 390045, 892453, 690065, 601810, 390014, 434379, 189879, 8862, 474575, 485398, 295774, 466613, 755276, 664053, 78905, 703655, 59436, 474592, 694517, 550220, 229320, 822342, 269884, 205606, 76140, 359420, 10487, 77775, 753345, 518561, 124832, 703322, 522141, 190187, 588070, 699646, 720753, 789023, 413105, 317042, 466643, 822600, 272506, 193690, 174611, 854005, 439789, 430472, 68341, 854149, 854040, 30621, 630175, 10746, 511429, 523314, 293048, 7058, 70158, 150585, 153767, 363724, 595750, 785934, 473396, 68317, 707409, 364021, 845487, 238380, 364563, 188171, 540894, 154168, 149480
35 : 983456, 400032, 42017, 946484, 741908, 311336, 310348, 947282, 691156, 690271, 949398, 269365, 205087, 931208, 122635, 238245, 181341, 940727, 70112, 872156, 942539, 70005, 770693, 42446, 291631, 619435, 871529, 151098, 864368, 319857, 93909, 22387, 394052, 729611, 393598, 888056, 58830, 527049, 920180, 844668, 244431, 506093, 312806, 382435, 515367, 760621, 94193, 271316, 192500, 988596, 641615, 697203, 521215, 61577, 517651, 927125, 225493, 771881, 15250, 408584, 621003, 920940, 935077, 214156, 394268, 680729, 386569, 753644, 226128, 940600, 59594, 868079, 729905, 87794, 5376, 368613, 238937, 942386, 792139, 76331, 238117, 13218, 69074, 296716, 920718, 680724, 59485, 58738, 240849, 15259, 15970, 393434, 641127, 791495, 76102, 392768, 845383, 6707, 5866, 5841
36 : 126273, 888057, 15971, 166352, 59486, 462774, 917897, 122505, 126058, 42612, 750055, 729904, 693574, 19047, 181091, 245985, 393308, 171479, 595335, 620591, 515232, 357155, 23300, 798777, 108051, 15260, 860443, 802732, 346088, 225492, 435441, 349634, 70113, 791494, 509662, 368612, 399396, 935076, 315923, 181566, 419865, 211985, 920181, 22889, 314940, 803749, 106938, 61578, 579946, 534191, 681364, 184270, 69075, 348492, 345977, 739897, 57038, 799787, 392767, 17441, 696944, 215707, 918222, 151908, 935239, 679852, 918781, 13178, 72696, 216888, 13918, 67073, 539737, 916065, 916809, 692721, 680663, 403107, 152327, 152616, 15251, 920941, 314250, 419897, 221371, 221457, 916056, 331976, 331196, 920719, 685009, 72336, 580180, 707838, 316027, 72420, 76101, 6708, 5867, 5842
37 : 97615, 343442, 617533, 341260, 408768, 732167, 722395, 184886, 178156, 382065, 281818, 108861, 189530, 424321, 894335, 34407, 550074, 429237, 116821, 27133, 189734, 549989, 802808, 385061, 35171, 856228, 155688, 185286, 730010, 127250, 164747, 243889, 589796, 35928, 353953, 422214, 947052, 43299, 134455, 281352, 617252, 866997, 127855, 552452, 105756, 118126, 58773, 727674, 686033, 422245, 422248, 867401, 563410, 369052, 76237, 991034, 354678, 749435, 490780, 807447, 549991, 686110, 183620, 874482, 83678, 127599, 477923, 641946, 328471, 706484, 771612, 710264, 641821, 99967, 857793, 63705, 479326, 565720, 124209, 317723, 641153, 419669, 723409, 924794, 39129, 118634, 333028, 144935, 991059, 189623, 190336, 441231, 4997, 745448, 925739, 107024, 33766, 808138, 35716, 5184
38 : 593489, 773870, 962630, 133543, 238697, 620066, 113687, 20818, 230179, 140899, 229127, 311850, 332564, 334263, 161874, 978611, 18626, 20843, 95843, 342082, 955441, 1320, 405291, 288830, 112300, 139309, 610561, 283554, 140658, 169242, 445140, 832401, 31648, 258606, 134119, 661519, 31632, 719244, 774260, 370724, 585101, 281936, 723612, 821854, 491771, 786653, 323833, 446971, 300168, 742180, 308126, 80770, 592104, 795495, 705929, 26987, 742168, 284202, 29597, 116200, 996037, 17925, 45987, 293478, 951092, 688198, 512106, 242348, 721405, 131795, 474656, 619768, 173984, 324615, 135445, 222799, 831863, 980683, 311211, 178098, 368979, 973798, 328306, 220975, 355875, 832127, 548399, 574628, 978863, 132200, 173565, 160369, 284610, 137232, 978240, 5341, 6187, 5177, 5500, 5023
39 : 666480, 698987, 891311, 161563, 975023, 476225, 400819, 279177, 105433, 738743, 131897, 736372, 590138, 487962, 498283, 989192, 419372, 452517, 509823, 113534, 748771, 452328, 503085, 101199, 461936, 46946, 293140, 82017, 244952, 942902, 415581, 82479, 222813, 682606, 859139, 131141, 898568, 646254, 279994, 887370, 82928, 81722, 53175, 116079, 861652, 23805, 112304, 749820, 788450, 412144, 55363, 458434, 761038, 892914, 254670, 777319, 979661, 601802, 406204, 518357, 155808, 742529, 157219, 69110, 972870, 726383, 552374, 602063, 304150, 265961, 201683, 988921, 763496, 132758, 862986, 826917, 280540, 84515, 988792, 83290, 685204, 458341, 113545, 895177, 85693, 110656, 149730, 619321, 82274, 503844, 23749, 458649, 689683, 869342, 587405, 415493, 690413, 750411, 477601, 720244
40 : 295541, 659386, 294609, 854536, 236974, 474697, 104983, 137464, 359487, 553730, 888305, 988943, 977071, 74583, 671638, 628407, 148769, 396128, 635100, 475666, 173475, 859935, 468403, 11434, 552366, 323534, 949099, 186712, 839889, 840289, 789788, 552256, 704820, 989211, 110446, 7024, 807907, 316785, 187911, 972798, 189638, 126997, 105419, 768495, 869621, 172660, 11633, 519599, 38762, 124910, 180877, 949328, 352902, 246714, 966937, 727929, 515246, 106343, 784414, 516964, 705641, 21556, 899672, 783939, 213595, 46150, 920292, 503266, 807956, 599204, 863434, 468120, 437120, 175045, 8409, 930719, 308355, 95067, 92701, 254667, 3206, 307564, 186591, 632609, 854607, 307089, 736242, 269018, 204740, 634783, 379937, 632378, 736313, 474658, 678598, 5163, 5214, 4867, 4773, 8307
41 : 103961, 362375, 951600, 706001, 672556, 931458, 207470, 814337, 540145, 823269, 825189, 339313, 416608, 220480, 470177, 38458, 831360, 552430, 673081, 882378, 673380, 616043, 824621, 834015, 552535, 4564, 674057, 746607, 38408, 824519, 669001, 285598, 327074, 980424, 825162, 132662, 543371, 667118, 7391, 672543, 959851, 543091, 980095, 707003, 574892, 139596, 668534, 753748, 405842, 831105, 667050, 374653, 4643, 542038, 823899, 519707, 820611, 217647, 904269, 753089, 683050, 897859, 352542, 405367, 980820, 574228, 322638, 670806, 162748, 673164, 42413, 352852, 374487, 870398, 673387, 50581, 673480, 896614, 775385, 292361, 778842, 822876, 673987, 825337, 543454, 865729, 825284, 480022, 778715, 707109, 779153, 877285, 924202, 832734, 807850, 304642, 543266, 995354, 950473, 672663
42 : 469878, 423114, 685516, 305148, 439510, 83448, 229239, 181988, 506596, 48076, 17103, 465448, 528647, 730417, 915938, 4390, 614279, 527061, 526644, 174259, 525910, 68501, 487811, 555140, 442046, 255931, 106927, 439664, 363460, 448662, 448557, 353479, 879071, 391656, 122138, 820990, 372280, 487251, 439598, 157490, 66556, 603893, 566142, 482396, 376872, 518218, 560641, 340866, 923443, 311544, 7135, 777061, 378661, 691381, 153877, 30903, 499982, 321983, 292678, 8105, 261924, 184784, 533398, 122518, 718592, 691243, 528658, 17516, 717763, 294086, 923161, 322192, 636509, 519535, 323026, 470188, 324012, 342458, 940534, 338968, 508667, 730157, 91711, 5224, 442262, 278728, 966941, 485882, 723289, 485446, 325817, 112971, 176619, 106646, 684403, 356305, 280744, 312344, 279441, 353533
43 : 522001, 339985, 551673, 189880, 520273, 610640, 690451, 742984, 695197, 355478, 472935, 21591, 281363, 691513, 805896, 973009, 183905, 581167, 510400, 307823, 390177, 398304, 479554, 825766, 354530, 132156, 714062, 611745, 474574, 377267, 580888, 15687, 670577, 589935, 949853, 479720, 214585, 114681, 705047, 4978, 474591, 725151, 825596, 400903, 585394, 214850, 122233, 690820, 98185, 973590, 501688, 950478, 112463, 107473, 836669, 612813, 309299, 353667, 14244, 711384, 613171, 294532, 214489, 436039, 335083, 723472, 121993, 341418, 122090, 122026, 711345, 692272, 401120, 294661, 695105, 929766, 694518, 803821, 550852, 581110, 121953, 474655, 20578, 723528, 903021, 13850, 342108, 307033, 189650, 16223, 178109, 113009, 700737, 903061, 695647, 323021, 698380, 698353, 5144, 6302
44 : 573085, 554846, 474804, 837541, 738473, 421465, 379180, 575291, 132715, 964239, 475387, 961551, 278400, 199584, 962544, 901141, 476619, 734959, 560339, 805968, 477566, 375898, 777906, 261807, 400694, 546221, 63837, 977550, 845923, 386187, 650400, 396970, 689382, 586436, 56554, 668083, 754089, 489463, 477591, 226901, 481886, 774383, 539990, 541327, 226692, 972904, 632914, 775023, 46845, 996731, 410068, 773125, 772314, 773772, 775113, 894565, 665033, 933029, 843983, 994228, 560712, 827078, 996267, 554459, 554037, 754360, 664225, 906810, 114624, 121875, 911423, 769994, 774093, 443110, 840236, 875872, 56788, 768396, 746398, 234283, 906296, 539997, 379466, 671921, 553735, 397015, 90790, 402180, 400851, 905952, 734963, 746174, 994393, 669498, 477668, 379564, 754136, 477919, 740214, 754244
45 : 401101, 188436, 788153, 481143, 82784, 690054, 965126, 102078, 842366, 219195, 785397, 37709, 869339, 352150, 346316, 36882, 431560, 570374, 791061, 806874, 413930, 295753, 283032, 178124, 177846, 371563, 413894, 954716, 152232, 341084, 22709, 341045, 795200, 150983, 309505, 337282, 187784, 494241, 337178, 311101, 59429, 785284, 30211, 992160, 329051, 229024, 306500, 315964, 791103, 869251, 228924, 344883, 342308, 910221, 736546, 311025, 905059, 780128, 151650, 308072, 320144, 954893, 811671, 413836, 174823, 785217, 179005, 811894, 957010, 433320, 175766, 453002, 411517, 905616, 82607, 358071, 820941, 905132, 220614, 176023, 812385, 344793, 314362, 812494, 351987, 290912, 327992, 103931, 37601, 37599, 827163, 482497, 826999, 21980, 780322, 339933, 175843, 103857, 341048, 339510
46 : 623193, 465571, 745380, 9160, 329366, 735389, 412650, 718485, 75593, 593430, 241018, 147744, 730586, 977024, 576357, 159730, 340987, 1389, 379014, 5857, 591002, 960124, 359432, 983720, 148057, 291668, 164012, 207291, 404931, 571054, 595145, 871870, 714946, 584097, 26375, 605500, 378574, 7851, 361097, 838548, 9000, 355076, 738040, 141212, 411676, 988758, 870123, 342235, 139405, 8259, 914759, 236649, 651644, 503278, 478635, 283435, 950093, 139704, 750166, 817686, 289677, 76921, 838247, 988533, 8218, 734481, 788681, 134243, 8997, 537153, 744870, 346543, 653680, 45269, 739335, 411566, 411595, 236009, 326954, 345081, 231547, 9669, 417192, 575120, 408718, 999229, 117156, 207277, 99866, 346534, 535790, 369606, 478548, 289779, 998162, 417152, 997994, 750523, 657906, 5880
47 : 454614, 901749, 254642, 746488, 551571, 245718, 212473, 931208, 189260, 731658, 597924, 14146, 550296, 460459, 383669, 85252, 442283, 128744, 173092, 149516, 184577, 129387, 437570, 631935, 793704, 393103, 383385, 594698, 948965, 47356, 813577, 915935, 6707, 908463, 671876, 326040, 946182, 786826, 184296, 3948, 274674, 195858, 149945, 951167, 786811, 681290, 138833, 77035, 450250, 246043, 766706, 885958, 852745, 47422, 919634, 432438, 700195, 705430, 210301, 93258, 47390, 594575, 253953, 482706, 806645, 138342, 437086, 708193, 922091, 729611, 747813, 888229, 593578, 931313, 701171, 858681, 124194, 327485, 88749, 864010, 388928, 483060, 925045, 926549, 125623, 388098, 392988, 598094, 17798, 124883, 129673, 5641, 389019, 138708, 866052, 395011, 112116, 575286, 88744, 676288
48 : 702351, 232882, 364648, 155299, 642104, 679639, 693405, 352613, 340674, 633418, 410271, 954384, 677691, 850580, 953436, 396591, 755041, 779608, 960611, 726523, 26931, 851713, 566083, 313687, 411717, 493495, 537055, 421037, 307869, 214083, 339240, 829204, 744190, 112032, 54264, 816284, 862766, 749146, 130745, 371465, 25886, 5437, 414718, 234808, 672723, 590992, 871389, 679739, 290225, 417194, 375922, 287354, 54225, 863888, 983386, 250461, 974296, 772101, 533809, 947064, 873339, 220894, 376001, 354030, 5772, 850851, 470981, 754052, 417082, 863877, 640657, 871696, 491955, 384260, 282953, 632830, 54222, 652649, 863419, 991578, 673390, 325013, 447069, 121976, 872563, 286090, 873171, 285344, 410324, 479500, 68544, 533961, 287220, 151506, 151236, 151333, 122253, 5750, 104988, 5213
49 : 716569, 488086, 79787, 281125, 427053, 30150, 464945, 957577, 186290, 168555, 662894, 30010, 703156, 233418, 53645, 365370, 50958, 716504, 122853, 852453, 426791, 255755, 823668, 526572, 566249, 34121, 187596, 187598, 380423, 519294, 448626, 490525, 560102, 151186, 466620, 720067, 389073, 790928, 151174, 957579, 339032, 777048, 348075, 852338, 989539, 426852, 83191, 389809, 281602, 957834, 708755, 53701, 739140, 521864, 336756, 608899, 390376, 736481, 16538, 306171, 558375, 30674, 51028, 632208, 79620, 691303, 30440, 50686, 823529, 639813, 716517, 108519, 389989, 719257, 723373, 699300, 420624, 700820, 292634, 534632, 823640, 953450, 373664, 336709, 48571, 426862, 559574, 961140, 30336, 451694, 296791, 79580, 5138, 789691, 79696, 168390, 789068, 79548, 189094, 5084
50 : 358000, 265803, 201525, 969445, 7994, 70576, 328290, 72824, 658121, 757366, 402920, 182244, 758380, 31835, 718205, 234074, 717617, 92323, 579403, 228907, 402512, 290021, 412272, 691421, 330007, 451712, 376573, 172264, 188789, 293468, 440191, 66464, 233710, 335838, 586262, 335756, 65300, 803838, 165247, 999880, 406601, 599831, 147567, 757246, 3846, 512802, 265079, 200801, 313229, 279324, 977037, 573496, 958648, 234908, 177369, 466700, 402766, 752847, 599680, 78406, 227212, 260306, 327211, 125796, 293303, 229294, 114434, 794441, 5110, 861794, 310416, 163440, 165711, 353396, 227502, 254878, 128833, 777955, 236987, 73934, 108330, 352116, 165799, 580075, 759788, 8060, 237178, 870692, 758255, 256827, 758834, 238731, 575049, 356987, 29422, 412388, 412765, 6627, 5012, 5653
51 : 442366, 84719, 289159, 17472, 223736, 872510, 224247, 799452, 401803, 90523, 744296, 109044, 406138, 920018, 922960, 216060, 165260, 55064, 402639, 146727, 82669, 109998, 249004, 54902, 293109, 55691, 493801, 590161, 292722, 475164, 904678, 388681, 161427, 928858, 149021, 53570, 42567, 931380, 398922, 509155, 160355, 443063, 598734, 694617, 744323, 922049, 253451, 432848, 383966, 61584, 907122, 874240, 54978, 872673, 479509, 687585, 89679, 907897, 766042, 250060, 582964, 403006, 938576, 399823, 11730, 10903, 782154, 781674, 920157, 830007, 383992, 744599, 55566, 957081, 397824, 636082, 945527, 442635, 914442, 981862, 774083, 562017, 85541, 919794, 986376, 6343, 164410, 84314, 402541, 770374, 405826, 56891, 898134, 86102, 774030, 863669, 571831, 571827, 6192, 6123
52 : 547889, 217054, 326000, 281738, 560642, 141237, 585927, 350735, 505943, 106770, 292849, 633440, 292581, 306413, 16521, 515524, 560551, 340470, 905839, 23884, 293503, 434935, 344759, 364376, 627789, 772234, 631828, 365302, 307077, 924676, 572638, 50256, 235349, 310841, 701089, 305782, 458433, 560543, 334696, 430373, 426586, 497632, 430245, 435564, 335881, 896322, 342291, 602233, 923686, 188729, 356701, 286143, 5673, 934337, 230345, 601599, 781390, 713982, 84010, 915493, 44394, 321785, 924156, 511660, 390009, 226027, 188705, 515030, 265074, 200796, 305954, 365006, 122872, 82912, 714059, 500929, 122642, 236677, 141067, 303901, 294174, 292941, 336943, 340182, 340296, 457133, 300557, 541492, 457767, 453455, 541539, 336721, 517274, 315815, 781199, 892861, 781593, 339633, 352562, 353210
53 : 262898, 179337, 723114, 702970, 101594, 730089, 561637, 699160, 948386, 448488, 526244, 665450, 809503, 324819, 341084, 322403, 336993, 365714, 923325, 367365, 955272, 80540, 502488, 323915, 637968, 841182, 864394, 638102, 314339, 174823, 989691, 967217, 870762, 916190, 345058, 336658, 242269, 781335, 30434, 290912, 37601, 638008, 795200, 23576, 417100, 355578, 175304, 448381, 807124, 917926, 263039, 516553, 459275, 37709, 448383, 509064, 467880, 413794, 915945, 771871, 310801, 344883, 496342, 637955, 780194, 68512, 888916, 887416, 344793, 116465, 68594, 242177, 583553, 806165, 79602, 103857, 780128, 323292, 263502, 82784, 233713, 308469, 102078, 101261, 175395, 433970, 179420, 357055, 242141, 367362, 862947, 101249, 459172, 745993, 745960, 323246, 8612, 339510, 233832, 351987
54 : 768046, 410598, 540082, 539702, 667081, 673166, 673393, 673302, 772744, 447950, 447970, 190926, 824705, 963874, 447769, 666896, 6709, 759057, 667273, 891344, 4798, 658013, 684664, 995790, 6167, 759977, 758953, 698204, 904003, 253853, 442859, 447552, 375552, 447185, 862036, 447084, 447615, 673052, 534437, 991462, 951600, 950954, 692986, 759564, 824867, 445847, 666759, 667219, 446291, 811211, 541413, 190782, 447062, 446232, 768461, 758902, 446326, 541379, 676271, 604948, 603718, 686920, 447409, 112527, 861712, 191068, 971125, 666855, 123205, 448032, 190762, 699019, 604318, 6158, 447470, 862270, 755597, 447486, 861771, 540231, 666774, 870153, 443095, 604995, 865171, 667418, 446688, 666944, 146500, 667019, 603713, 952895, 906435, 951184, 863411, 870851, 411892, 446585, 113250, 112794
55 : 674107, 556638, 7228, 189353, 619248, 254394, 754769, 559156, 124235, 541409, 500625, 315504, 967816, 774004, 413592, 180100, 705741, 574735, 38388, 847594, 5999, 855946, 605388, 605418, 900678, 325065, 510948, 733715, 900385, 49565, 110170, 730669, 44171, 674080, 562183, 5115, 730532, 39431, 742998, 238839, 268938, 204660, 254557, 807646, 411863, 45409, 38495, 808371, 232839, 901301, 901261, 674757, 37674, 314738, 38450, 747451, 977596, 38032, 537655, 743056, 747492, 5499, 6004, 754113, 39406, 378793, 605011, 280913, 238417, 141642, 980435, 593521, 736943, 39436, 229049, 753522, 38660, 39480, 750066, 5830, 39442, 379462, 254365, 38393, 754133, 779891, 683230, 737065, 212545, 38500, 427728, 583247, 38397, 39351, 38490, 683190, 39257, 38460, 235088, 228527
56 : 822020, 424082, 422291, 459759, 516066, 742331, 803971, 534741, 425907, 389527, 480728, 429831, 694116, 12275, 600902, 601232, 467603, 460152, 744280, 559881, 699081, 339484, 719189, 507973, 874026, 401896, 187755, 694810, 361724, 228165, 684189, 311418, 227743, 190423, 63929, 30847, 808819, 584162, 749482, 742279, 169938, 694509, 190484, 278928, 116336, 368542, 821923, 521678, 89135, 994018, 695973, 744752, 823540, 11738, 805039, 279486, 261443, 544114, 499357, 748306, 270365, 206087, 389803, 699421, 524947, 363522, 605061, 480475, 279049, 177666, 79638, 424310, 369637, 37090, 168143, 732965, 518988, 514182, 152552, 603409, 31920, 152096, 363623, 324833, 736291, 472375, 4903, 748000, 331837, 540901, 105292, 79528, 312604, 84208, 419768, 279393, 279070, 307829, 79553, 308262
57 : 608554, 208523, 430423, 277622, 198806, 377427, 699797, 689882, 310987, 668267, 682235, 13212, 523955, 469551, 52500, 5637, 547928, 52810, 950376, 490814, 258930, 15098, 256662, 493440, 125217, 866053, 659362, 307958, 329065, 563047, 255200, 509559, 699696, 809488, 632838, 548680, 452782, 269431, 205153, 334038, 892844, 515358, 665056, 865079, 546260, 930622, 607693, 703936, 869817, 256663, 753477, 239099, 208258, 432923, 254474, 208310, 308648, 221159, 41984, 515004, 389133, 223381, 782220, 29693, 5284, 561522, 254374, 214651, 214785, 746054, 685524, 16663, 273944, 195128, 579382, 545950, 483179, 214354, 607932, 214386, 686203, 541889, 389145, 541839, 917398, 208338, 595994, 562251, 389229, 863199, 469532, 562323, 916109, 225733, 214355, 469634, 966411, 5211, 556125, 966916
58 : 227748, 111477, 795842, 215834, 48359, 488001, 467859, 977111, 767420, 216247, 330193, 871138, 517935, 349077, 504072, 613991, 517450, 565316, 278121, 199305, 339708, 267174, 202896, 453711, 634623, 565765, 309312, 232747, 255084, 477667, 928201, 65747, 778060, 455651, 265921, 201643, 863285, 308065, 481609, 153738, 459258, 795913, 581124, 526638, 499252, 624324, 315139, 889646, 170811, 527386, 7024, 352335, 31643, 212191, 47561, 990735, 309138, 868268, 316639, 14869, 624885, 47553, 359231, 517464, 420107, 517634, 360957, 700689, 364587, 228555, 462469, 318991, 360588, 851781, 531090, 536549, 777700, 359667, 864378, 228708, 381262, 851812, 335100, 80130, 580508, 320913, 146598, 228077, 779004, 65966, 462136, 383164, 949157, 237441, 172684, 381601, 536562, 716064, 626572, 7237
59 : 673267, 604994, 871785, 447876, 447506, 447801, 155568, 900824, 373742, 448043, 154468, 375177, 763344, 446586, 768014, 447830, 768034, 142730, 446949, 677235, 666757, 475247, 447770, 447063, 832412, 190991, 190757, 886598, 672636, 447630, 672730, 645337, 447343, 190613, 768119, 446727, 373764, 38391, 447091, 996809, 655909, 446292, 447209, 309425, 830127, 853445, 447403, 445985, 996812, 44166, 447160, 666788, 375145, 446358, 620522, 6692, 446689, 446962, 676272, 446233, 217060, 447168, 569221, 768544, 217327, 375080, 447577, 447559, 952894, 447717, 672333, 837914, 830217, 447775, 217887, 447421, 871976, 910726, 768366, 755598, 373719, 768446, 768338, 673597, 657378, 673464, 6376, 7171, 6648, 768413, 830132, 673996, 830147, 672523, 768289, 672413, 768167, 6612, 6316, 6834
60 : 293954, 321805, 151298, 151346, 94440, 948052, 835279, 601633, 748223, 434294, 567963, 39592, 438428, 39579, 395339, 432257, 548617, 610061, 548561, 735010, 227485, 448452, 215202, 686072, 351270, 505370, 100263, 533520, 431084, 321539, 98279, 786447, 292798, 961039, 432178, 102079, 280355, 503094, 29576, 635456, 616616, 321867, 427284, 170823, 221877, 308142, 755195, 742059, 628075, 547698, 458158, 729920, 805550, 903691, 22391, 23982, 151348, 371380, 513243, 500668, 221867, 336728, 364064, 529299, 748821, 500246, 616084, 59773, 780082, 566609, 627816, 400319, 659104, 305553, 112208, 436896, 402994, 725057, 724824, 907633, 455319, 627994, 112217, 781584, 724747, 168629, 227375, 455217, 576151, 780092, 311418, 399367, 336785, 227388, 864283, 509171, 411641, 615794, 421775, 5278
61 : 808134, 774538, 355367, 246051, 401804, 417975, 902671, 417910, 245245, 262281, 364842, 810078, 684622, 850282, 372955, 852617, 959600, 339847, 243581, 46136, 101196, 101548, 249336, 572543, 370453, 343712, 686272, 929685, 690280, 310475, 717549, 711142, 816276, 780505, 698795, 246365, 364308, 103327, 263056, 42746, 781187, 309905, 47155, 426655, 358460, 267816, 203538, 238205, 635448, 363958, 635689, 356855, 442116, 935964, 780843, 593887, 287403, 238801, 358336, 781011, 791909, 349114, 238179, 46025, 364882, 46395, 228878, 263578, 271252, 192436, 689998, 307615, 271244, 192428, 268189, 203911, 46261, 655667, 845815, 244500, 331430, 689947, 593594, 418312, 112043, 660891, 426645, 271256, 192440, 46221, 781951, 816034, 848323, 103322, 566368, 47079, 101592, 8564, 777151, 8402
62 : 651256, 645782, 655881, 825094, 924559, 971935, 786934, 642741, 651686, 656440, 658035, 651894, 790073, 890912, 656322, 442957, 28430, 984049, 642165, 537012, 673711, 654018, 656277, 654336, 423664, 759223, 654705, 381437, 643215, 655464, 906109, 716460, 656646, 7269, 423176, 838675, 424117, 643958, 657673, 881377, 655335, 593002, 892967, 397697, 827693, 423959, 821852, 656132, 761782, 890355, 643171, 654282, 825019, 757864, 423107, 448975, 898341, 652460, 563584, 423933, 655435, 890490, 890113, 757948, 616263, 821773, 910997, 674575, 449203, 655001, 639193, 537838, 428591, 428745, 905853, 380659, 654582, 714965, 654976, 591545, 655704, 380350, 893191, 563394, 821712, 448955, 656087, 890693, 428667, 616027, 654280, 423938, 890256, 449099, 825006, 655178, 838480, 838648, 838412, 6560
63 : 970505, 929312, 910995, 988301, 114487, 627860, 601532, 65969, 415963, 104879, 304914, 126413, 416054, 987133, 536280, 54153, 536312, 48798, 5167, 410230, 514978, 458509, 306946, 573740, 435703, 125367, 415540, 730220, 130584, 23651, 423231, 602813, 575515, 897504, 473717, 584907, 229176, 80672, 545430, 715440, 5863, 829023, 310677, 991038, 697452, 628014, 50827, 890063, 560776, 828324, 536560, 536201, 988559, 480148, 490019, 973329, 516851, 614806, 72174, 754909, 413913, 480169, 437995, 473385, 307515, 754772, 339276, 140118, 415603, 828400, 754676, 186222, 582589, 6440, 453362, 940151, 276987, 198171, 889767, 54160, 535994, 151552, 574046, 518559, 453913, 413918, 930044, 353904, 151890, 536232, 512491, 989396, 682414, 590708, 694080, 439221, 7094, 5989, 6413, 6321
64 : 49027, 754392, 37873, 935872, 306605, 191532, 54478, 9058, 622733, 880243, 571831, 903231, 891096, 698109, 122499, 995472, 243792, 904107, 33124, 809668, 754748, 399747, 376130, 6937, 641593, 476609, 553013, 125833, 190120, 698884, 294117, 190345, 55346, 987885, 826824, 476878, 687323, 616858, 617683, 800032, 327223, 415658, 641508, 855596, 131425, 51863, 809881, 701190, 421939, 985255, 37808, 269179, 204901, 191270, 55683, 891546, 543998, 616527, 994248, 45284, 375986, 474320, 5440, 502781, 374204, 218073, 641249, 769997, 49136, 846637, 856372, 768530, 440946, 810017, 387016, 917953, 389623, 675345, 826915, 770217, 641218, 826585, 890029, 682797, 891088, 173002, 401296, 641803, 560584, 410989, 901459, 422008, 397755, 675309, 546683, 641183, 617044, 848657, 476004, 5635
65 : 398868, 50641, 123853, 55060, 536124, 479177, 911236, 127936, 864361, 302025, 48301, 56133, 913472, 621026, 921693, 601759, 240381, 946292, 479044, 769963, 5504, 998723, 412035, 826705, 489306, 479076, 804639, 328147, 304536, 976045, 118273, 51911, 478857, 909473, 411854, 991923, 474781, 477059, 260843, 881709, 52083, 332861, 399368, 252381, 641445, 804294, 58374, 240841, 336377, 902693, 212503, 475025, 51731, 93292, 301437, 44931, 976555, 479221, 433057, 478950, 813075, 495408, 211639, 983148, 109811, 537622, 58267, 396183, 974627, 475404, 461701, 304041, 256979, 457414, 56110, 157836, 50832, 139673, 863273, 303868, 447150, 944767, 258052, 58168, 870558, 228997, 251521, 725944, 250950, 861875, 157002, 569962, 781821, 576180, 869634, 52188, 606380, 782307, 6405, 992978
66 : 241155, 891666, 734920, 705476, 697367, 39033, 775270, 475704, 360817, 55500, 542213, 51514, 700120, 7338, 479192, 442924, 388345, 57652, 685641, 53513, 57068, 477823, 754515, 378795, 409020, 476592, 579031, 473989, 855824, 826585, 411859, 55361, 669491, 821430, 558714, 852201, 39072, 475902, 555352, 558455, 38851, 409091, 556943, 768743, 671998, 388499, 773933, 773032, 558445, 669638, 475437, 472352, 552772, 970835, 643394, 542174, 612136, 386754, 51841, 876631, 57115, 477646, 478315, 230142, 54553, 821585, 807550, 848716, 669398, 74154, 805921, 974770, 55410, 552589, 685523, 774849, 51560, 688542, 389087, 755173, 558026, 7159, 230466, 102476, 995472, 540216, 854558, 54581, 5242, 476878, 997979, 102274, 53298, 7758, 414228, 376423, 7346, 686362, 5669, 5390
67 : 805097, 810252, 640924, 556794, 679287, 472926, 696323, 157108, 410587, 58398, 213364, 810470, 45549, 523248, 582618, 214166, 814464, 72160, 866246, 571928, 683432, 188606, 866627, 472922, 900553, 107488, 640421, 55432, 640356, 825259, 510678, 641684, 701637, 754394, 441324, 642029, 703186, 640456, 255425, 911699, 476485, 706369, 641135, 755116, 714343, 810378, 767986, 55378, 883884, 46349, 107373, 52294, 419611, 6857, 479919, 188589, 405753, 93590, 767960, 441361, 477298, 124972, 51617, 243576, 51087, 465641, 54919, 51061, 46914, 899389, 160323, 479203, 693104, 476951, 520829, 888810, 137151, 763427, 754310, 993766, 641477, 571846, 888191, 705781, 46942, 538413, 640146, 479037, 476957, 612244, 520776, 38802, 994346, 538358, 543283, 335382, 48146, 213670, 38036, 37790
