68 : 487390, 972834, 161340, 855200, 23243, 458077, 10966, 657975, 536348, 281763, 715206, 322621, 65473, 47256, 600819, 39707, 323930, 536443, 740003, 95358, 672034, 96764, 744975, 281459, 745349, 601141, 254415, 722077, 743433, 294450, 671904, 734895, 768117, 55223, 283495, 740000, 188818, 669445, 133694, 84205, 741851, 323185, 528107, 814152, 477883, 734709, 814150, 743583, 475045, 745206
69 : 19344, 931574, 114693, 131178, 135992, 519433, 748989, 573893, 468000, 467313, 215642, 526919, 778562, 184561, 45556, 149480, 418678, 162869, 517981, 498271, 699646, 175724, 3049, 796810, 307427, 5877, 314437, 748389, 744837, 376276, 382191, 727168, 161777, 171385, 373414, 131621, 858780, 364563, 785181, 827118, 465284, 239136, 634609, 322838, 458570, 778803, 231693, 229951, 511904, 956344
70 : 768134, 893149, 7486, 571614, 375198, 953127, 655468, 88026, 755856, 871112, 862743, 953089, 768171, 767868, 568026, 543096, 39339, 862092, 839323, 768090, 407977, 996257, 981353, 86748, 568134, 718993, 570883, 572160, 787935, 768031, 953091, 862388, 417477, 89419, 638187, 567938, 768076, 655785, 768100, 543444, 768033, 543487, 768142, 655162, 6804, 541740, 768112, 5912, 6430, 6124
71 : 411467, 762493, 782102, 57775, 475138, 640970, 493397, 540526, 921447, 78764, 616437, 92112, 824228, 480069, 56535, 913106, 188181, 788552, 398093, 540523, 307868, 698104, 771492, 503867, 82668, 418723, 802754, 403628, 700656, 788868, 479958, 503056, 700418, 126227, 980085, 475175, 796038, 541418, 494416, 807562, 496198, 217444, 887421, 5155, 399103, 795787, 795689, 754927, 5885, 5826
72 : 739320, 435407, 742311, 438646, 6609, 685837, 118536, 476181, 174187, 612577, 271543, 192727, 32620, 365060, 898552, 311658, 30766, 139670, 711409, 461696, 711790, 753861, 269857, 205579, 23285, 264945, 200667, 935570, 272308, 193492, 433657, 99093, 469341, 435928, 268558, 204280, 379088, 703272, 753746, 226993, 483587, 700028, 277568, 198752, 268892, 204614, 906834, 699496, 57922, 448667
73 : 459180, 156157, 879150, 630755, 106294, 278503, 199687, 479994, 475262, 385278, 275570, 196754, 167398, 232737, 121226, 414709, 218875, 881561, 691026, 410992, 132457, 75711, 492135, 345777, 381782, 489825, 598327, 275172, 196356, 894402, 869540, 986975, 873454, 233221, 381435, 934377, 747466, 553386, 119401, 184197, 256424, 88691, 574996, 986963, 573991, 86188, 470408, 405640, 190271, 6853
74 : 736733, 517519, 602419, 698856, 471421, 442826, 729983, 472467, 422129, 64405, 763242, 429433, 625854, 781966, 56067, 517176, 123845, 542563, 547224, 690462, 804114, 548288, 736348, 227188, 547189, 312599, 729981, 923208, 55987, 188779, 13271, 55821, 547237, 547350, 433078, 430402, 933093, 338867, 168854, 55897, 55790, 831381, 724824, 548275, 426817, 314481, 437048, 426975, 353104, 7364
75 : 563616, 179380, 762021, 87582, 119691, 667393, 397769, 526746, 322388, 237354, 797012, 124910, 873903, 790536, 276034, 197218, 107717, 404281, 368552, 188398, 226375, 234784, 455580, 936145, 429113, 456833, 461998, 276631, 197815, 222183, 823588, 107018, 953370, 924024, 917157, 923001, 734888, 543058, 112907, 812890, 456105, 335363, 952748, 481177, 7616, 823106, 106343, 937405, 874762, 6553
76 : 280766, 665365, 362691, 978819, 363026, 511749, 406709, 680220, 74020, 455034, 119841, 520852, 182647, 346497, 484828, 278429, 199613, 714570, 467642, 346182, 861035, 275932, 197116, 865359, 361914, 162731, 427145, 427201, 806733, 267349, 203071, 76369, 141997, 890601, 141798, 775001, 336450, 535056, 100947, 775424, 821033, 890258, 284144, 267648, 203370, 273005, 194189, 324333, 218377, 120210
77 : 924604, 441344, 630629, 721459, 504085, 632674, 578628, 793515, 466809, 306279, 134385, 728077, 927103, 45225, 509115, 481301, 316406, 633455, 172717, 785837, 110601, 949086, 633822, 170729, 364179, 888231, 582621, 788639, 860535, 482803, 171543, 30630, 62076, 108434, 751841, 926212, 61855, 804388, 787224, 63070, 87779, 468269, 171405, 32969, 30911, 907550, 988313, 581325, 322937, 908325
78 : 547359, 64101, 615280, 616708, 219745, 658312, 184601, 441565, 498693, 914124, 528270, 534886, 544334, 151297, 547324, 822668, 984645, 133741, 69895, 473826, 905546, 61297, 874000, 411896, 143040, 115764, 698943, 527682, 101028, 184341, 979096, 77375, 68818, 618428, 379430, 234634, 815878, 68687, 497288, 9208, 92163, 730884, 151237, 464949, 496766, 465039, 464954, 547884, 924921, 544739
79 : 824260, 132169, 536512, 886268, 534426, 673581, 674079, 862196, 672819, 824525, 963407, 763199, 396465, 873728, 191990, 901066, 538504, 141894, 132665, 833033, 446555, 864672, 874286, 447850, 673970, 865265, 873256, 227994, 971540, 468983, 865087, 579385, 113497, 136445, 7080, 374258, 445808, 862760, 7489, 673335, 674756, 118923, 411888, 8486, 673324, 5967, 8069, 138184, 919617, 6070
80 : 693571, 345923, 293607, 296696, 81795, 257772, 348842, 319934, 807512, 165357, 797455, 939686, 590020, 939326, 342722, 243468, 303382, 252867, 98032, 349682, 172173, 983464, 759718, 605641, 978324, 344404, 869732, 478826, 294471, 648799, 280948, 304552, 779610, 599858, 419716, 498233, 771495, 619931, 329676, 171970, 66816, 870629, 420058, 588905, 918058, 610680, 900930, 7188, 591140, 7451
81 : 913809, 77753, 393655, 224138, 11873, 680647, 603835, 907953, 992314, 956361, 830563, 176386, 171679, 182466, 831158, 629101, 840398, 896792, 914858, 896719, 131139, 902697, 663215, 779841, 787286, 510579, 896957, 181436, 298178, 366090, 13008, 712957, 805838, 805029, 454319, 839757, 390550, 438877, 421386, 830564, 11237, 365342, 834026, 888353, 603552, 800817, 223910, 986179, 840245, 833230
82 : 492305, 741123, 69433, 582639, 108459, 678964, 715699, 107781, 399761, 168414, 973380, 170007, 274357, 195541, 187155, 679187, 31535, 502964, 136432, 905245, 897471, 658615, 392804, 467074, 805577, 949842, 831578, 617555, 890348, 76590, 616249, 32961, 752356, 657074, 113256, 67450, 552017, 540641, 724893, 275418, 196602, 154577, 210676, 679265, 522375, 806288, 127248, 280953, 31395, 177759
83 : 228881, 540678, 699842, 351945, 496840, 353210, 990957, 350967, 505779, 905055, 427528, 112255, 112483, 22720, 157088, 212563, 350864, 112314, 989983, 132176, 355016, 391952, 188921, 341561, 230489, 414381, 281565, 429803, 283766, 601940, 512845, 573192, 490403, 284452, 953426, 241559, 298752, 497742, 54762, 295098, 905839, 566213, 6778, 40878, 74493, 414280, 847922, 714059, 6005, 296270
84 : 930787, 518505, 574939, 180709, 161776, 685792, 809544, 547164, 524660, 230198, 352418, 667942, 68687, 733434, 237419, 460416, 729920, 518433, 431313, 405774, 599227, 80610, 327011, 663226, 518500, 745982, 152053, 418588, 169689, 103826, 327556, 2467, 966990, 414841, 991374, 459759, 694093, 80632, 807936, 280264, 215822, 351328, 299339, 469776, 711937, 280838, 216176, 32475, 227733, 8894
85 : 8725, 811067, 495046, 54579, 656168, 52982, 837982, 896140, 885372, 783778, 554127, 794390, 478137, 864375, 802708, 414946, 802202, 676601, 617442, 688299, 837575, 495271, 414529, 644533, 494715, 850726, 793358, 478468, 8354, 192318, 218824, 384151, 688501, 379116, 774784, 476276, 387726, 421506, 766204, 538079, 480026, 409350, 208081, 479638, 479823, 479889, 797123, 802125, 419010, 754930
86 : 543126, 771146, 759897, 81539, 465932, 855820, 156898, 795313, 381877, 38774, 469908, 276625, 197809, 695632, 138743, 420247, 807854, 469859, 312212, 56780, 785536, 258387, 312394, 36806, 126237, 981664, 912460, 703186, 747899, 83495, 39017, 785275, 760649, 476815, 428316, 478027, 808036, 9151, 108005, 134680, 114829, 526166, 808513, 253067, 424719, 900912, 910669, 73061, 642062, 807714
87 : 286290, 57214, 81328, 475180, 556024, 641968, 602572, 6587, 824113, 46087, 310032, 126135, 521505, 441905, 238411, 908219, 911616, 695335, 228321, 308235, 63374, 428399, 51073, 39306, 795616, 156732, 38992, 319319, 484291, 8011, 387568, 893693, 39242, 5690, 856498, 119894, 50082, 38168, 34081, 441662, 820955, 642572, 417700, 521335, 282502, 643125, 39337, 297056, 526037, 7722
88 : 37971, 411756, 255717, 409821, 637320, 249653, 810860, 637468, 410425, 39130, 813449, 240831, 709371, 559170, 956888, 38508, 448216, 558895, 38556, 6326, 39500, 38511, 249324, 379381, 292790, 417228, 39135, 44080, 389235, 411594, 397589, 230886, 39488, 960293, 39191, 8103, 897035, 709057, 9224, 754572, 38240, 7065, 8899, 38386, 38522, 38545, 6901, 38464, 39462, 7098
89 : 57333, 906901, 543489, 440973, 812127, 44529, 324553, 40486, 410654, 11422, 678052, 808102, 39882, 753931, 41745, 707159, 207153, 306482, 250839, 707844, 679055, 847894, 558506, 389418, 779463, 825030, 442615, 402599, 475515, 537924, 814177, 870522, 213176, 191344, 236106, 859227, 213122, 476974, 825123, 857119, 825058, 521135, 386717, 187888, 825274, 823542, 7118, 811323, 754531, 7627
90 : 815390, 818478, 526570, 815329, 158034, 815412, 815281, 516673, 815375, 815291, 636833, 445488, 815297, 814713, 815506, 815448, 487433, 29953, 188274, 814836, 815312, 814664, 815352, 815404, 111924, 815380, 964730, 818650, 815305, 29960, 815283, 815287, 26513, 61112, 520730, 815373, 29974, 815262, 815333, 923125, 815524, 85193, 815425, 85967, 815326, 815480, 821939, 84465, 9417, 9258
91 : 218184, 779372, 910720, 85988, 46764, 900193, 538195, 89754, 46160, 981831, 91785, 57503, 909936, 778750, 424252, 436546, 537805, 93228, 464727, 120208, 914713, 985951, 170710, 604022, 798292, 963970, 56725, 87567, 689208, 257949, 92937, 974180, 779351, 421870, 385776, 960454, 803095, 474058, 109540, 421884, 910423, 783564, 407337, 876763, 802478, 187329, 707795, 57569, 648328, 439826
92 : 520017, 842798, 407604, 949077, 738694, 272178, 193362, 465852, 738486, 132739, 251424, 395227, 892453, 367422, 890209, 367522, 250636, 830240, 289347, 275368, 196552, 887238, 408964, 671698, 501537, 795002, 296168, 500032, 733167, 886884, 290641, 805419, 889940, 733031, 304418, 886757, 144181, 742445, 407483, 106024, 863588, 942656, 956233, 183768, 349404, 792323, 806838, 511325, 7797, 8356
93 : 308913, 57969, 491027, 411004, 523474, 826354, 873277, 363707, 603308, 658938, 60194, 894057, 634001, 98494, 882048, 440674, 307928, 493002, 253004, 281733, 407598, 527477, 545419, 432156, 812041, 274770, 195954, 545573, 615796, 441175, 181033, 884723, 436811, 948690, 742850, 905040, 526930, 733866, 44017, 274922, 196106, 963357, 826938, 311426, 742556, 742597, 742678, 338664, 437379, 991587
94 : 872387, 568090, 642796, 8099, 643569, 379263, 568065, 974249, 652189, 810955, 470197, 161760, 642754, 768229, 642696, 568116, 644503, 161767, 638835, 773451, 984327, 854807, 642416, 974583, 768354, 616910, 963363, 50227, 873298, 855776, 775801, 591980, 768080, 768288, 38139, 973942, 984016, 380955, 29315, 768179, 478217, 875276, 856493, 616609, 985312, 857588, 962974, 986478, 37970, 8419
95 : 34023, 27676, 866260, 686240, 849862, 750227, 349923, 144480, 240243, 405131, 166934, 427800, 914355, 223384, 790832, 765213, 490912, 313274, 781879, 295123, 726753, 147431, 119003, 587041, 945153, 30308, 917752, 648262, 815750, 223071, 750490, 22795, 160455, 28863, 849368, 588134, 927687, 650879, 84327, 296428, 312589, 625082, 332566, 785689, 916928, 298797, 332322, 691386, 664898, 849118
96 : 197675, 352042, 705349, 502862, 249904, 706856, 238768, 365817, 187557, 590372, 783187, 272587, 193771, 60563, 271512, 192696, 169470, 157710, 339705, 938268, 265257, 200979, 435117, 289024, 297306, 179836, 726537, 462594, 310778, 983347, 848519, 271793, 192977, 36819, 517586, 128112, 73429, 358009, 868142, 983966, 24937, 518456, 307804, 354583, 519686, 656723, 267400, 203122, 309650, 436416
97 : 706797, 87624, 75901, 520212, 100798, 656282, 815069, 479957, 784551, 892618, 316114, 935257, 904676, 174004, 72359, 52248, 478927, 888995, 985128, 386859, 696751, 800076, 83294, 797800, 85311, 553526, 562757, 948033, 978147, 322257, 494846, 514937, 552173, 143788, 53327, 414932, 419693, 384898, 694617, 770374, 266655, 202377, 397268, 260607, 381144, 57297, 84157, 84825, 807683, 8825
98 : 518579, 821877, 768073, 207721, 911227, 768012, 785754, 893427, 767916, 667475, 953020, 817945, 37899, 913270, 39086, 423856, 655481, 615191, 38711, 905694, 122927, 770380, 102895, 599452, 693505, 424121, 667388, 123266, 655584, 736499, 477272, 893351, 37775, 767889, 692804, 656945, 123062, 207733, 37734, 37752, 207803, 280557, 793629, 39076, 37993, 37844, 896881, 768297, 911693, 112511
99 : 947577, 778173, 552859, 693211, 311081, 369776, 128188, 867292, 694745, 991783, 872503, 693005, 637375, 940971, 635818, 104646, 237241, 234154, 237049, 855332, 991128, 972068, 699594, 130332, 904965, 795130, 423878, 865353, 424272, 473248, 174004, 183826, 341673, 87488, 873725, 473151, 85903, 127698, 753581, 64957, 305493, 369366, 155524, 753679, 637319, 368453, 8782, 753623, 440321, 8082
Execution time: 57510 milliseconds
